Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,14.05n,30.0,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,36.95n,30.0,
Delay(Ch1,Ch2),66.0ms,66.03964m,66.0m,66.08m,26.0µ,30.0,

