Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,12.48n,327,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,37.2n,327,
Delay(Ch1,Ch2),65.12ms,65.21203m,65.12m,66.08m,93.55µ,327,

