Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,10.73n,393,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,38.74n,393,
Delay(Ch1,Ch2),64.93ms,65.017655m,64.93m,66.08m,93.49µ,393,

