Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,9.147n,869,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,37.84n,869,
Delay(Ch1,Ch2),63.53ms,63.619022m,63.53m,66.08m,93.12µ,869,

