Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,677.0p,2.0,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,434.2p,2.0,
Delay(Ch1,Ch2),66.08ms,66.080999m,66.08m,66.08m,2.094µ,2.0,

