Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,6.876n,422,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,37.63n,422,
Delay(Ch1,Ch2),64.84ms,64.932267m,64.84m,66.08m,93.49µ,422,

