Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,13.04n,145,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,33.92n,145,
Delay(Ch1,Ch2),65.66ms,65.747489m,65.66m,66.08m,88.11µ,145,

