Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,12.57n,192,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,33.94n,192,
Delay(Ch1,Ch2),65.52ms,65.609784m,65.52m,66.08m,92.03µ,192,

