Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,16.77n,569,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,37.31n,569,
Delay(Ch1,Ch2),64.41ms,64.50007m,64.41m,66.08m,93.29µ,569,

