Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,13.35n,743,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,34.45n,743,
Delay(Ch1,Ch2),63.9ms,63.988773m,63.9m,66.08m,93.27µ,743,

