Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,11.09n,856,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,38.01n,856,
Delay(Ch1,Ch2),63.57ms,63.657148m,63.57m,66.08m,93.13µ,856,

