Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,18.27n,784,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,37.17n,784,
Delay(Ch1,Ch2),63.78ms,63.868329m,63.78m,66.08m,93.26µ,784,

