Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,13.56n,279,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,38.3n,279,
Delay(Ch1,Ch2),65.26ms,65.353512m,65.26m,66.08m,93.45µ,279,

