Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,14.26n,801,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,37.19n,801,
Delay(Ch1,Ch2),63.73ms,63.818448m,63.73m,66.08m,93.22µ,801,

