Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,21.07n,762,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,34.21n,762,
Delay(Ch1,Ch2),63.84ms,63.932943m,63.84m,66.08m,93.28µ,762,

