Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,15.55n,270,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,35.96n,270,
Delay(Ch1,Ch2),65.29ms,65.380034m,65.29m,66.08m,93.42µ,270,

