Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,17.21n,20.0,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,37.31n,20.0,
Delay(Ch1,Ch2),66.03ms,66.054404m,66.03m,66.08m,17.47µ,20.0,

