Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,12.55n,544,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,36.91n,544,
Delay(Ch1,Ch2),64.48ms,64.573521m,64.48m,66.08m,93.31µ,544,

