Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,13.81n,141,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,33.76n,141,
Delay(Ch1,Ch2),65.67ms,65.759124m,65.67m,66.08m,87.52µ,141,

