Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,12.37n,285,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,38.2n,285,
Delay(Ch1,Ch2),65.24ms,65.335827m,65.24m,66.08m,93.48µ,285,

