Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,8.85n,479,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,37.12n,479,
Delay(Ch1,Ch2),64.67ms,64.764506m,64.67m,66.08m,93.43µ,479,

