Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,446.5p,10.0,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,38.16n,10.0,
Delay(Ch1,Ch2),66.06ms,66.069167m,66.06m,66.08m,8.949µ,10.0,

