Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,13.77n,186,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,30.82n,186,
Delay(Ch1,Ch2),65.54ms,65.627429m,65.54m,66.08m,91.74µ,186,

