,gNB0,P0,gNB1,P1,gNB2,P2,gNB3,P3
0,7.5,-56.8,7.0,-58.9,1.0,-50.9,3.5,-58.1
1,7.5,-57.1,7.0,-59.0,1.0,-51.5,4.0,-58.2
2,8.0,-56.9,7.0,-59.0,514.0,-52.0,4.0,-58.0
3,8.0,-56.8,7.0,-59.2,-510.0,-52.0,4.0,-57.8
4,8.0,-56.6,7.0,-59.4,1.0,-53.4,4.0,-57.8
5,8.0,-56.4,7.0,-59.4,1.0,-54.2,4.0,-57.8
6,8.0,-56.5,7.5,-59.5,-2046.0,-54.8,4.0,-57.9
7,8.0,-56.4,7.5,-59.2,514.0,-52.0,4.0,-57.8
8,8.0,-56.5,7.5,-59.2,-510.0,-51.1,0.0,-inf
9,8.0,-56.6,7.5,-59.0,1.5,-54.6,4.0,-57.8
10,8.0,-56.6,7.5,-59.0,2.0,-52.3,4.0,-57.8
11,14.0,-56.7,13.5,-59.1,7.5,-50.8,10.0,-57.8
12,14.0,-56.7,13.5,-59.1,7.5,-50.6,10.0,-58.0
13,14.0,-56.9,13.5,-59.0,7.5,-51.2,10.0,-58.1
14,0.0,-inf,13.5,-59.2,7.5,-51.9,10.5,-58.2
15,12.5,-56.7,11.5,-59.1,5.5,-52.6,8.5,-58.0
16,12.5,-56.7,11.5,-59.3,6.0,-50.6,0.0,-inf
17,11.5,-56.6,10.5,-59.4,5.5,-50.8,7.5,-57.8
18,11.5,-56.6,11.0,-59.3,517.5,-52.0,7.5,-57.8
19,10.5,-56.6,10.0,-59.2,5.0,-51.2,6.5,-57.8
20,10.5,-56.5,10.0,-59.1,4.5,-52.6,6.5,-57.8
21,9.5,-56.6,9.0,-59.1,3.0,-54.4,5.5,-57.8
22,9.5,-56.6,9.0,-59.0,3.0,-50.2,5.5,-57.8
23,14.5,-56.7,14.0,-59.1,9.5,-52.6,10.5,-58.0
24,14.5,-56.9,14.0,-59.1,8.0,-50.8,10.5,-58.0
25,15.0,-57.0,14.0,-59.1,8.0,-51.6,11.0,-58.2
26,15.0,-56.8,14.0,-59.2,9.0,-51.8,11.0,-57.9
27,13.0,-56.7,12.0,-59.3,519.0,-52.0,9.0,-57.9
28,13.0,-56.5,12.0,-59.4,519.0,-52.0,9.0,-57.8
29,11.0,-56.5,10.5,-59.4,517.0,-52.0,0.0,-inf
30,11.0,-56.5,10.5,-59.2,4.5,-54.6,7.0,-57.8
31,10.0,-56.5,9.5,-59.0,4.0,-50.9,6.0,-57.8
32,10.0,-56.6,9.5,-59.1,3.5,-49.9,6.0,-57.9
33,0.0,-inf,8.5,-59.1,4.0,-52.4,5.0,-58.1
34,9.0,-57.0,8.5,-59.1,4.0,-52.7,5.0,-58.1
35,9.5,-57.0,8.5,-59.1,4.0,-51.9,5.5,-58.0
36,9.5,-56.7,8.5,-59.1,4.0,-49.9,5.5,-57.9
37,9.5,-56.6,8.5,-59.4,4.0,-50.5,0.0,-inf
38,9.5,-56.4,9.0,-59.5,3.5,-53.1,5.5,-57.8
39,8.5,-56.3,8.0,-59.3,514.5,-52.0,4.5,-57.8
40,8.5,-56.5,8.0,-59.2,514.5,-52.0,0.0,-inf
41,8.5,-56.6,8.0,-59.1,2.5,-52.9,4.5,-57.8
42,8.5,-56.7,8.0,-59.0,2.5,-50.8,4.5,-57.9
43,8.5,-56.9,8.0,-58.9,3.0,-50.7,4.5,-58.1
44,8.5,-57.0,8.0,-59.0,0.0,-inf,5.0,-58.1
45,9.0,-56.9,8.0,-59.1,0.0,-inf,5.0,-58.0
46,9.0,-56.6,8.0,-59.2,3.0,-52.6,5.0,-57.9
47,9.0,-56.5,8.0,-59.4,515.0,-52.0,5.0,-57.8
48,9.0,-56.5,0.0,-inf,515.0,-52.0,5.0,-57.9
49,9.0,-56.3,8.5,-59.3,515.0,-52.0,5.0,-57.8
50,9.0,-56.5,8.5,-59.2,515.0,-52.0,5.0,-57.8
51,9.0,-56.5,8.5,-59.2,4.0,-54.0,5.0,-57.9
52,8.0,-56.7,7.5,-59.0,3.0,-52.7,4.0,-57.9
53,9.0,-56.9,8.5,-59.0,0.0,-inf,5.0,-58.0
54,0.0,-inf,8.5,-59.0,0.0,-inf,5.5,-58.1
55,9.5,-56.9,8.5,-59.2,4.0,-51.7,0.0,-inf
56,9.5,-56.8,8.5,-59.2,0.0,-inf,5.5,-57.9
57,9.5,-56.6,8.5,-59.3,0.0,-inf,5.5,-57.9
58,9.5,-56.5,9.0,-59.4,4.0,-49.8,5.5,-57.8
59,9.5,-56.4,9.0,-59.2,3.0,-49.6,5.5,-57.8
60,9.5,-56.4,9.0,-59.0,3.0,-49.8,5.5,-57.8
61,9.5,-56.6,9.0,-59.1,4.0,-51.4,0.0,-inf
62,9.5,-56.5,9.0,-59.1,0.0,-inf,5.5,-58.0
63,9.5,-56.9,9.0,-59.1,0.0,-inf,0.0,-inf
64,10.0,-57.0,9.0,-59.1,4.5,-50.6,6.0,-58.1
65,10.0,-56.8,9.0,-59.1,0.0,-inf,6.0,-58.0
66,10.0,-56.7,9.0,-59.3,0.0,-inf,6.0,-57.9
67,10.0,-56.4,9.0,-59.4,4.0,-51.0,6.0,-57.8
68,0.0,-inf,8.5,-59.3,3.0,-52.7,5.0,-57.8
69,0.0,-inf,8.5,-59.3,2.5,-54.5,5.0,-57.9
70,9.0,-56.3,8.5,-59.1,-509.0,-52.0,5.0,-57.9
