,gNB0,P0,gNB1,P1,gNB2,P2,gNB3,P3
0,-5.0,-52.0,-5.5,-59.6,-5.5,-54.2,-5.5,-58.2
1,-5.0,-52.2,-5.5,-60.0,-5.5,-54.4,-5.5,-58.7
2,-5.0,-52.2,-4.0,-60.4,-5.5,-54.2,-5.5,-58.7
3,-5.0,-52.2,0.0,-inf,-5.5,-54.5,0.0,-inf
4,0.0,-inf,-6.0,-59.9,-5.5,-54.0,-6.0,-58.5
5,-5.0,-52.3,-6.0,-60.0,-5.5,-54.5,-6.0,-58.7
6,-5.0,-52.3,-6.0,-59.7,-5.5,-54.4,-6.0,-58.2
7,-5.5,-52.5,-6.0,-59.9,-6.0,-54.7,-6.0,-58.7
8,-5.5,-52.3,-6.0,-60.4,-6.0,-54.5,-6.0,-58.6
9,-5.5,-52.4,0.0,-inf,-6.0,-54.5,0.0,-inf
10,-5.5,-52.1,-4.5,-60.5,-6.0,-54.3,0.0,-inf
11,-5.5,-52.2,-6.5,-60.5,-6.0,-54.4,-6.5,-59.2
12,-5.5,-52.4,0.0,-inf,-6.0,-54.6,-6.5,-58.8
13,0.0,-inf,-6.5,-60.0,-6.0,-55.1,-6.5,-58.8
14,-6.0,-52.6,-6.5,-60.1,-6.5,-54.7,-6.5,-58.6
15,-6.0,-52.4,0.0,-inf,-6.5,-54.6,0.0,-inf
16,-6.0,-52.2,-6.5,-60.6,-6.5,-54.4,-6.5,-58.8
17,-6.0,-52.1,-5.0,-60.7,-6.5,-54.3,-6.5,-59.2
18,-6.0,-52.3,-7.0,-60.3,-6.5,-54.5,-7.0,-59.1
19,0.0,-inf,-8.0,-60.2,-7.5,-54.7,-8.0,-58.8
20,-6.0,-52.8,-7.0,-60.0,-6.5,-55.1,0.0,-inf
21,-6.5,-52.4,0.0,-inf,-7.0,-54.6,-7.0,-58.7
22,-6.5,-52.3,-7.0,-60.3,-7.0,-54.5,-7.0,-58.9
23,-6.5,-52.2,-5.5,-60.5,-7.0,-54.3,-7.0,-58.8
24,-6.5,-52.3,-7.5,-60.4,-7.0,-54.4,-7.0,-59.2
25,-6.5,-52.3,-7.5,-60.4,-7.0,-54.5,-7.5,-58.9
26,-6.5,-52.6,0.0,-inf,-7.0,-54.9,-7.5,-58.9
27,-6.5,-52.6,0.0,-inf,-7.5,-54.9,-7.5,-58.6
28,-7.0,-52.5,-7.5,-60.1,-7.5,-54.7,-7.5,-58.8
29,-7.0,-52.4,-7.5,-60.3,-7.5,-54.5,-7.5,-58.7
30,-7.0,-52.4,-6.0,-60.5,-7.5,-54.5,-7.5,-58.9
31,-7.0,-52.3,-6.0,-60.5,-7.5,-54.4,0.0,-inf
32,-7.0,-52.3,0.0,-inf,-7.5,-54.5,-8.0,-59.1
33,-7.0,-52.4,-8.0,-60.2,-7.5,-54.7,-8.0,-58.8
34,0.0,-inf,-8.0,-60.2,-7.5,-54.9,-8.0,-58.8
35,0.0,-inf,-9.0,-60.1,-9.0,-54.7,-9.0,-58.6
36,-7.5,-52.5,-8.0,-60.3,-8.0,-54.6,0.0,-inf
37,-7.5,-52.3,-8.0,-60.5,-8.0,-54.4,0.0,-inf
38,-7.5,-52.1,0.0,-inf,-8.0,-54.3,-8.0,-59.1
39,-7.5,-52.2,0.0,-inf,-8.0,-54.4,-8.5,-58.9
40,-7.5,-52.3,-8.5,-60.2,-8.0,-54.7,-8.5,-59.1
41,-7.5,-52.6,-8.5,-60.1,0.0,-inf,-8.5,-58.6
42,-8.0,-52.8,0.0,-inf,-8.5,-54.9,0.0,-inf
43,-8.0,-52.3,-8.5,-60.3,-8.5,-54.5,-8.5,-58.6
44,-8.0,-52.2,0.0,-inf,-8.5,-54.4,-8.5,-59.0
45,-8.0,-52.1,0.0,-inf,-8.5,-54.3,-8.5,-59.0
46,-8.0,-52.2,-9.0,-60.3,-8.5,-54.4,-9.0,-59.4
47,-8.0,-52.4,-9.0,-60.2,-8.5,-54.6,-9.0,-58.8
48,-8.0,-52.7,-9.0,-59.9,-8.5,-54.9,0.0,-inf
49,-9.5,-52.6,-10.0,-60.3,-10.0,-54.7,-10.0,-58.7
50,-8.5,-52.4,-9.0,-60.2,-9.0,-54.6,-9.0,-58.8
51,-8.5,-52.3,0.0,-inf,-9.0,-54.3,-9.0,-58.8
52,-8.5,-52.3,-9.0,-60.6,-9.0,-54.4,-9.0,-59.0
53,-8.5,-52.3,-7.5,-60.5,-9.0,-54.4,0.0,-inf
54,-8.5,-52.3,-9.5,-60.2,-9.0,-54.6,0.0,-inf
55,-8.5,-52.4,-9.5,-60.3,-9.0,-54.7,-9.5,-58.9
56,-8.5,-52.7,-9.5,-60.1,-9.5,-54.9,-9.5,-58.7
57,-9.0,-52.6,-9.5,-60.1,-9.5,-54.6,-9.5,-58.7
58,-10.0,-52.4,-10.5,-60.3,-10.5,-54.5,-10.5,-58.8
59,-9.0,-52.3,0.0,-inf,-9.5,-54.5,0.0,-inf
60,-9.0,-52.2,-10.0,-60.5,-9.5,-54.4,-9.5,-59.1
61,-9.0,-52.2,-10.0,-60.4,-9.5,-54.4,-10.0,-59.1
62,-9.0,-52.4,-10.0,-60.1,-9.5,-54.7,-10.0,-58.9
63,-9.0,-52.9,-10.0,-60.1,-10.0,-55.0,0.0,-inf
64,-9.5,-52.6,-10.0,-60.0,-10.0,-54.8,-10.0,-58.6
65,-9.5,-52.3,0.0,-inf,-10.0,-54.5,0.0,-inf
66,-9.5,-52.2,-10.0,-60.5,-10.0,-54.4,-10.0,-58.8
67,-9.5,-52.2,-8.5,-60.6,-10.0,-54.2,-10.0,-59.2
68,-9.5,-52.2,-10.5,-60.3,-10.0,-54.5,-10.5,-59.1
69,-9.5,-52.5,-10.5,-60.2,-10.0,-54.7,-10.5,-58.8
70,-9.5,-52.8,-10.5,-59.9,-10.5,-55.1,0.0,-inf
71,-10.0,-52.4,0.0,-inf,-10.5,-54.6,0.0,-inf
72,-10.0,-52.3,0.0,-inf,-10.5,-54.5,-10.5,-58.9
73,-10.0,-52.2,-9.0,-60.5,-10.5,-54.3,-10.5,-58.9
74,-10.0,-52.3,-11.0,-60.4,-10.5,-54.4,-10.5,-59.2
75,-10.0,-52.3,-11.0,-60.4,-10.5,-54.5,-11.0,-58.9
76,-10.0,-52.6,0.0,-inf,-10.5,-54.8,0.0,-inf
77,-10.0,-52.7,-11.0,-60.2,-10.5,-54.9,-11.0,-58.6
78,-10.5,-52.5,-11.0,-60.1,-11.0,-54.7,-11.0,-58.8
79,-10.5,-52.3,-11.0,-60.3,-11.0,-54.5,-11.0,-58.7
80,-10.5,-52.4,-9.5,-60.4,-11.0,-54.5,-11.0,-58.9
81,-10.5,-52.3,0.0,-inf,-11.0,-54.5,0.0,-inf
82,-10.5,-52.1,0.0,-inf,-11.0,-54.5,-11.5,-59.0
83,-10.5,-52.4,-11.5,-60.1,-11.0,-54.8,-11.5,-58.9
84,-10.5,-52.6,0.0,-inf,-11.5,-54.9,-11.5,-58.8
85,-11.0,-52.6,0.0,-inf,-11.5,-54.7,-11.5,-58.9
86,-11.0,-52.4,-11.5,-60.4,-11.5,-54.5,-11.5,-58.6
87,-11.0,-52.4,-11.5,-60.6,-11.5,-54.5,0.0,-inf
88,-11.0,-52.1,-10.0,-60.6,-11.5,-54.3,-11.5,-59.0
89,-11.0,-52.3,-12.0,-60.3,0.0,-inf,-12.0,-59.3
90,-11.0,-52.5,-12.0,-60.3,0.0,-inf,-12.0,-58.7
91,-11.0,-52.8,-12.0,-59.9,-11.5,-55.2,-12.0,-58.8
92,-11.5,-52.6,-12.0,-60.1,-12.0,-54.7,0.0,-inf
93,-11.5,-52.5,-12.0,-60.3,-12.0,-54.7,-12.0,-58.8
94,-11.5,-52.1,-10.5,-60.5,-12.0,-54.3,-12.0,-58.8
95,-12.5,-52.2,-13.5,-60.6,-13.0,-54.4,-13.0,-59.3
96,-11.5,-52.4,-12.5,-60.4,-12.0,-54.4,-12.5,-59.0
97,-11.5,-52.5,-12.5,-60.0,-12.0,-54.7,-12.5,-58.9
