,gNB0,P0,gNB1,P1,gNB2,P2,gNB3,P3
0,-16.0,-51.6,-16.0,-59.2,-14.0,-56.7,-15.0,-59.3
1,-13.0,-50.8,-12.0,-58.9,0.0,-inf,-11.5,-58.9
2,-13.5,-50.3,-12.5,-58.9,-11.0,-56.5,0.0,-inf
3,-10.0,-51.7,-8.5,-59.1,-7.0,-56.4,-8.0,-59.0
4,-10.5,-53.6,-9.0,-58.9,-7.5,-56.4,-8.5,-58.8
5,-5.5,-51.7,-5.5,-59.4,-3.5,-57.1,0.0,-inf
6,-6.0,-50.0,-5.5,-59.4,-4.0,-56.7,0.0,-inf
7,-3.0,-50.2,-2.0,-59.4,-0.5,-57.1,0.0,-inf
8,-3.5,-51.6,-2.0,-59.4,-0.5,-56.7,0.0,-inf
9,0.0,-54.0,0.0,-inf,0.0,-inf,0.0,-inf
10,1.0,-52.0,1.0,-59.5,3.0,-57.1,0.0,-inf
11,4.5,-50.7,0.0,-inf,6.5,-56.9,0.0,-inf
12,3.0,-49.6,3.5,-59.3,0.0,-inf,0.0,-inf
13,7.0,-51.6,0.0,-inf,10.0,-57.1,9.0,-59.2
14,0.0,-inf,8.0,-59.4,9.5,-56.9,0.0,-inf
15,11.0,-51.4,11.5,-59.2,13.0,-56.9,0.0,-inf
16,10.5,-51.3,11.5,-59.4,13.0,-56.6,0.0,-inf
17,15.0,-52.8,0.0,-inf,16.5,-56.5,15.5,-59.3
18,14.5,-50.4,0.0,-inf,0.0,-inf,15.5,-59.1
19,10.5,-51.0,11.5,-58.9,13.0,-56.3,12.0,-59.0
20,11.0,-52.1,11.0,-59.4,13.0,-57.0,12.0,-59.5
21,6.5,-50.0,0.0,-inf,8.5,-56.8,7.5,-59.4
22,6.5,-52.2,7.5,-59.3,9.0,-57.0,0.0,-inf
23,4.0,-51.2,4.5,-59.7,6.0,-56.8,0.0,-inf
24,3.0,-50.8,4.0,-59.2,5.5,-56.8,0.0,-inf
25,0.5,-51.6,0.5,-59.5,2.5,-57.0,0.0,-inf
26,-0.5,-49.3,0.5,-59.5,0.0,-inf,1.0,-59.4
27,-3.0,-52.9,-3.0,-59.3,-1.5,-57.0,0.0,-inf
28,-3.5,-50.6,-3.0,-59.5,-1.5,-56.7,0.0,-inf
29,-7.5,-51.3,-6.5,-59.4,-5.0,-56.7,0.0,-inf
30,-7.0,-51.6,0.0,-inf,0.0,-inf,0.0,-inf
31,-11.0,-50.2,-10.0,-59.5,-8.5,-56.7,0.0,-inf
32,-10.5,-52.4,0.0,-inf,-9.0,-56.7,-10.0,-59.4
33,-9.0,-50.3,-8.5,-59.4,-7.0,-56.6,-8.0,-59.0
34,-10.0,-51.2,-9.0,-59.6,-7.5,-56.8,-8.5,-59.4
35,-7.5,-52.4,-7.5,-59.7,-5.5,-57.2,0.0,-inf
36,-8.0,-51.9,0.0,-inf,-6.0,-56.8,0.0,-inf
37,-7.0,-50.4,-6.0,-59.4,-4.5,-57.0,0.0,-inf
38,-7.5,-52.0,0.0,-inf,-4.5,-56.9,-5.5,-59.3
39,-4.5,-54.2,-4.5,-59.5,-3.0,-57.0,0.0,-inf
40,-5.0,-51.4,-5.0,-59.7,-3.0,-57.2,0.0,-inf
41,-4.0,-49.4,-3.0,-59.6,-1.5,-56.8,-2.5,-59.4
42,-4.5,-51.9,-3.5,-59.3,-2.0,-57.2,0.0,-inf
43,-3.0,-52.0,-1.5,-59.8,0.0,-inf,-1.0,-59.3
44,-2.5,-54.1,-2.0,-59.2,-0.5,-57.0,0.0,-inf
45,-0.5,-51.5,-0.5,-60.0,0.0,-inf,0.0,-inf
46,-1.0,-50.1,-0.5,-59.3,0.0,-inf,0.0,-59.3
47,0.5,-49.2,1.0,-59.7,0.0,-inf,0.0,-inf
48,0.0,-50.1,1.0,-59.5,0.0,-inf,0.0,-inf
49,1.5,-50.8,2.5,-59.3,0.0,-inf,0.0,-inf
50,1.0,-51.0,2.0,-59.8,4.0,-57.2,0.0,-inf
51,3.0,-51.1,4.0,-59.3,0.0,-inf,0.0,-inf
52,2.5,-50.6,0.0,-inf,0.0,-inf,0.0,-inf
53,4.5,-51.5,5.5,-59.6,7.0,-57.0,0.0,-inf
54,4.0,-50.8,0.0,-inf,6.5,-56.8,0.0,-inf
55,5.5,-50.8,6.5,-59.7,8.5,-57.3,0.0,-inf
56,5.5,-50.1,0.0,-inf,8.0,-56.8,0.0,-inf
57,7.0,-50.1,8.0,-59.4,9.5,-57.1,0.0,-inf
58,6.0,-50.5,0.0,-inf,8.5,-57.0,0.0,-inf
59,8.5,-50.7,9.5,-59.1,11.0,-56.9,10.0,-59.3
60,8.0,-50.9,0.0,-inf,11.0,-57.3,0.0,-inf
61,10.0,-52.3,11.0,-59.1,12.5,-57.0,0.0,-inf
62,9.5,-51.9,10.5,-59.7,12.0,-57.0,11.0,-59.6
63,10.0,-51.5,11.5,-59.5,13.0,-57.2,0.0,-inf
64,11.0,-52.8,0.0,-inf,0.0,-inf,12.5,-59.3
65,12.5,-51.7,13.5,-59.5,0.0,-inf,0.0,-inf
66,12.0,-52.5,13.5,-59.6,0.0,-inf,14.0,-59.4
67,14.0,-52.3,15.0,-59.3,16.5,-56.9,0.0,-inf
68,-2034.5,-52.0,15.0,-59.9,0.0,-inf,15.5,-59.4
69,15.0,-53.7,16.5,-59.2,18.0,-56.8,0.0,-inf
70,16.0,-52.1,16.0,-59.7,0.0,-inf,0.0,-inf
71,15.5,-52.5,0.0,-inf,0.0,-inf,0.0,-inf
72,17.5,-53.5,0.0,-inf,19.0,-57.0,0.0,-inf
73,19.0,-51.4,0.0,-inf,0.0,-inf,0.0,-inf
74,18.5,-51.3,19.0,-59.5,20.5,-57.0,0.0,-inf
75,20.0,-50.5,0.0,-inf,22.0,-57.1,0.0,-inf
76,18.5,-49.5,19.5,-59.6,21.0,-57.1,0.0,-inf
77,21.0,-50.0,0.0,-inf,23.5,-57.0,0.0,-inf
78,20.5,-51.2,22.0,-59.9,23.5,-57.2,0.0,-inf
79,22.0,-53.2,23.5,-59.2,25.0,-56.4,24.0,-59.0
80,23.0,-52.2,23.0,-59.1,24.5,-56.9,23.5,-59.5
81,23.5,-52.2,25.0,-59.8,26.5,-56.9,25.5,-59.2
82,24.0,-53.5,24.5,-59.1,26.0,-56.7,25.0,-59.4
83,19.0,-51.1,19.0,-59.8,21.0,-56.8,20.0,-59.2
84,18.5,-50.0,19.0,-59.2,20.5,-56.7,19.5,-59.4
85,13.0,-49.4,13.5,-59.7,15.0,-57.0,14.0,-59.5
86,13.0,-50.5,13.5,-59.4,15.0,-57.0,14.0,-59.5
87,7.0,-49.8,8.0,-59.5,0.0,-inf,0.0,-inf
88,7.0,-50.5,7.5,-59.7,9.5,-57.1,0.0,-inf
89,1.5,-50.6,2.5,-59.4,0.0,-inf,0.0,-inf
90,1.0,-50.3,2.0,-59.5,3.5,-57.0,2.5,-59.7
91,-4.0,-50.9,-3.0,-59.5,-1.5,-56.7,0.0,-inf
92,-4.5,-50.1,-3.5,-59.3,-2.0,-57.0,0.0,-inf
