,gNB0,P0,gNB1,P1,gNB2,P2,gNB3,P3
0,0.0,-inf,0.0,-48.5,-2.0,-46.9,-1.0,-48.9
1,0.0,-inf,0.0,-49.1,-2.0,-48.3,-1.0,-46.9
2,0.0,-inf,0.0,-48.4,-1.0,-46.7,-1.0,-49.0
3,0.0,-inf,0.0,-49.0,-2.0,-48.0,-1.0,-47.3
4,0.0,-inf,0.0,-48.8,-2.0,-46.9,-1.0,-48.5
5,0.0,-inf,1.0,-48.3,-1.0,-46.4,-1.0,-48.7
6,0.0,-inf,1.0,-49.2,-1.0,-48.9,-1.0,-46.5
7,0.0,-inf,1.0,-48.5,-1.0,-46.4,0.0,-48.9
8,0.0,-inf,1.0,-48.4,-1.0,-46.4,-1.0,-47.8
9,0.0,-inf,1.0,-49.2,-1.0,-48.3,-1.0,-47.6
10,0.0,-inf,1.0,-48.4,-1.0,-46.4,-1.0,-49.0
11,0.0,-inf,1.0,-49.2,-1.0,-48.4,-1.0,-46.4
12,0.0,-inf,1.0,-48.4,-1.0,-46.5,-1.0,-48.8
13,0.0,-inf,1.0,-49.1,-1.0,-47.0,-1.0,-47.4
14,0.0,-inf,1.0,-48.5,-1.0,-46.7,-1.0,-48.2
15,0.0,-inf,1.0,-48.9,-1.0,-46.2,-1.0,-48.5
16,0.0,-inf,1.0,-48.9,-2.0,-47.8,-1.0,-47.0
17,0.0,-inf,1.0,-49.1,-1.0,-46.4,-1.0,-48.9
18,0.0,-inf,0.0,-48.9,-2.0,-47.9,-1.0,-47.1
19,0.0,-inf,0.0,-49.0,-1.0,-46.3,-1.0,-48.5
20,0.0,-inf,0.0,-48.7,-2.0,-47.1,-1.0,-47.8
21,0.0,-inf,0.0,-48.8,-2.0,-46.7,-1.0,-48.6
22,0.0,-inf,0.0,-48.5,-1.0,-46.7,-1.0,-47.9
23,0.0,-inf,0.0,-49.0,-2.0,-48.6,-1.0,-47.9
24,0.0,-inf,0.0,-48.5,-1.0,-46.5,-1.0,-48.8
25,0.0,-inf,1.0,-49.0,-1.0,-48.6,0.0,-46.9
26,0.0,-inf,1.0,-48.5,0.0,-46.0,0.0,-49.0
27,0.0,-inf,1.0,-48.9,0.0,-49.0,0.0,-46.7
28,0.0,-inf,1.0,-48.4,0.0,-46.1,0.0,-49.0
29,0.0,-inf,1.0,-48.6,-1.0,-48.1,0.0,-47.3
30,0.0,-inf,1.0,-48.4,-1.0,-46.4,-1.0,-48.9
31,0.0,-inf,1.0,-48.7,-1.0,-48.9,-1.0,-47.1
32,0.0,-inf,1.0,-48.3,-1.0,-46.4,-1.0,-49.0
33,0.0,-inf,1.0,-49.0,-1.0,-47.5,-1.0,-47.2
34,0.0,-inf,1.0,-48.4,-1.0,-47.6,-1.0,-47.9
35,0.0,-inf,1.0,-48.2,-1.0,-46.4,-1.0,-49.0
36,0.0,-inf,1.0,-48.9,-1.0,-46.6,-1.0,-48.1
37,0.0,-inf,1.0,-49.0,-1.0,-49.0,-1.0,-46.5
38,0.0,-inf,1.0,-48.4,-1.0,-46.4,-1.0,-48.3
39,0.0,-inf,1.0,-48.6,-1.0,-46.4,-1.0,-49.0
40,0.0,-inf,1.0,-48.8,-1.0,-46.8,-1.0,-47.5
41,0.0,-inf,1.0,-49.4,-1.0,-48.7,-1.0,-46.3
42,0.0,-inf,1.0,-49.2,-1.0,-49.0,-1.0,-47.1
43,0.0,-inf,1.0,-49.3,-1.0,-48.7,-1.0,-47.7
44,0.0,-inf,1.0,-48.9,-1.0,-48.6,-1.0,-47.8
45,0.0,-inf,0.0,-49.1,-1.0,-48.8,-1.0,-47.7
46,0.0,-inf,0.0,-48.9,-1.0,-49.0,-1.0,-47.2
47,0.0,-inf,0.0,-48.9,-1.0,-49.0,-1.0,-46.8
48,0.0,-57.3,0.0,-48.9,-1.0,-49.0,-1.0,-46.4
49,0.0,-inf,0.0,-49.3,-2.0,-48.9,-1.0,-46.5
50,0.0,-inf,0.0,-49.3,-2.0,-47.4,-1.0,-47.2
51,0.0,-inf,0.0,-49.1,-1.0,-46.3,-1.0,-48.1
52,0.0,-inf,0.0,-48.8,-1.0,-46.5,-1.0,-48.6
53,0.0,-inf,0.0,-48.3,-2.0,-46.8,-1.0,-49.0
54,0.0,-inf,0.0,-48.6,-2.0,-47.3,-1.0,-48.8
55,0.0,-inf,0.0,-48.5,-2.0,-48.8,-1.0,-47.8
56,0.0,-inf,0.0,-49.1,-2.0,-48.5,-1.0,-46.9
57,0.0,-inf,0.0,-48.9,-2.0,-46.8,-1.0,-48.1
58,0.0,-inf,0.0,-48.3,-1.0,-46.5,-1.0,-49.0
59,0.0,-inf,0.0,-48.2,-2.0,-46.9,-1.0,-48.9
60,0.0,-inf,0.0,-48.5,-2.0,-48.1,-2.0,-48.1
61,0.0,-inf,1.0,-49.0,-1.0,-49.0,-1.0,-46.6
62,0.0,-inf,1.0,-49.1,-1.0,-47.2,-1.0,-47.5
63,0.0,-inf,1.0,-48.4,-1.0,-46.4,-1.0,-48.9
64,0.0,-inf,1.0,-48.3,-1.0,-46.4,-1.0,-48.8
65,0.0,-inf,1.0,-48.4,-1.0,-46.4,-1.0,-47.2
66,0.0,-inf,1.0,-49.1,-1.0,-48.3,-1.0,-46.5
67,0.0,-inf,1.0,-49.1,-1.0,-48.0,-1.0,-48.2
68,0.0,-inf,1.0,-48.4,-1.0,-46.4,-1.0,-49.0
69,0.0,-inf,1.0,-48.9,-1.0,-47.7,-1.0,-47.0
70,0.0,-inf,1.0,-48.7,-1.0,-46.9,-1.0,-48.4
71,0.0,-inf,1.0,-49.0,-1.0,-46.4,-1.0,-48.3
72,0.0,-inf,1.0,-49.0,-1.0,-48.9,-1.0,-47.2
73,0.0,-inf,1.0,-49.0,-1.0,-46.4,-1.0,-48.9
74,0.0,-inf,1.0,-49.2,-1.0,-48.9,-1.0,-47.0
75,0.0,-inf,1.0,-49.2,-1.0,-46.4,-1.0,-48.6
76,0.0,-inf,0.0,-49.0,-2.0,-47.4,-1.0,-48.1
77,0.0,-inf,0.0,-48.9,-2.0,-47.7,-1.0,-47.4
78,0.0,-57.7,0.0,-49.0,-1.0,-46.4,-1.0,-49.0
79,0.0,-inf,0.0,-49.2,-2.0,-48.6,-1.0,-46.8
80,0.0,-inf,0.0,-48.7,-2.0,-47.0,-1.0,-48.7
81,0.0,-inf,0.0,-48.8,-1.0,-46.3,-1.0,-48.3
82,0.0,-inf,0.0,-48.9,-1.0,-49.0,-1.0,-47.4
83,0.0,-inf,0.0,-48.4,-1.0,-46.4,-1.0,-48.9
84,0.0,-inf,0.0,-48.4,-2.0,-47.6,-1.0,-47.7
85,0.0,-inf,0.0,-49.1,-2.0,-48.7,-1.0,-47.1
86,0.0,-inf,0.0,-49.2,-2.0,-46.6,-1.0,-48.1
87,0.0,-inf,1.0,-48.9,-1.0,-46.2,0.0,-47.9
88,0.0,-inf,1.0,-49.1,-1.0,-47.3,-1.0,-47.3
89,0.0,-inf,1.0,-48.9,-1.0,-49.0,-1.0,-47.0
90,0.0,-inf,1.0,-48.4,-1.0,-46.9,-1.0,-48.5
91,0.0,-inf,1.0,-48.1,-1.0,-46.4,-1.0,-48.9
92,0.0,-inf,1.0,-48.7,-1.0,-47.0,-1.0,-46.9
93,0.0,-inf,1.0,-48.9,-1.0,-48.3,-1.0,-48.2
