,gNB0,P0,gNB1,P1,gNB2,P2,gNB3,P3
0,-8.0,-54.8,0.0,-inf,-14.0,-53.9,-11.0,-53.5
1,-5.0,-57.4,0.0,-inf,-8.0,-54.0,-7.0,-52.5
2,-5.0,-55.5,0.0,-inf,-12.0,-53.9,-7.0,-54.6
3,-1.0,-53.1,0.0,-inf,-3.0,-54.1,-6.0,-56.0
4,-2.0,-52.3,0.0,-inf,-8.0,-54.6,-5.0,-53.6
5,2.0,-53.9,0.0,-inf,-5.0,-55.4,-2.0,-56.7
6,1.0,-55.6,0.0,-inf,-6.0,-55.1,-4.0,-54.2
7,6.0,-55.2,0.0,-inf,-1.0,-54.0,4.0,-53.7
8,0.0,-inf,0.0,-inf,2.0,-55.7,3.0,-53.7
9,9.0,-56.0,0.0,-inf,2.0,-54.0,7.0,-53.7
10,9.0,-53.2,0.0,-inf,6.0,-53.6,5.0,-56.1
11,12.0,-53.4,0.0,-inf,7.0,-53.8,11.0,-54.9
12,0.0,-inf,0.0,-inf,-2041.0,-55.0,7.0,-53.9
13,15.0,-56.3,0.0,-inf,1035.0,-52.1,14.0,-52.4
14,15.0,-53.9,0.0,-inf,10.0,-53.8,11.0,-55.3
15,19.0,-53.7,0.0,-inf,15.0,-53.1,15.0,-53.3
16,21.0,-57.6,0.0,-inf,15.0,-53.1,14.0,-55.4
17,16.0,-54.9,0.0,-inf,14.0,-53.1,15.0,-53.9
18,16.0,-53.0,0.0,-inf,10.0,-53.9,13.0,-54.2
19,14.0,-55.3,0.0,-inf,8.0,-55.9,10.0,-54.5
20,13.0,-56.9,0.0,-inf,6.0,-55.1,12.0,-53.5
21,12.0,-54.6,0.0,-inf,8.0,-54.0,7.0,-54.4
22,10.0,-52.4,0.0,-inf,6.0,-53.9,0.0,-inf
23,9.0,-57.7,0.0,-inf,5.0,-53.4,4.0,-54.1
24,8.0,-55.3,0.0,-inf,6.0,-54.1,7.0,-53.7
25,6.0,-53.2,0.0,-inf,5.0,-54.9,3.0,-53.9
26,6.0,-56.0,0.0,-inf,1.0,-55.4,0.0,-inf
27,2.0,-57.6,0.0,-inf,0.0,-55.4,1.0,-52.2
28,4.0,-53.5,0.0,-inf,1.0,-53.6,0.0,-inf
29,1.0,-53.5,0.0,-inf,-4.0,-53.9,0.0,-54.8
30,3.0,-58.1,0.0,-inf,-3.0,-54.0,-1.0,-55.1
31,-1.0,-55.8,0.0,-inf,-4.0,-53.6,-6.0,-54.1
32,-2.0,-53.7,0.0,-inf,-3.0,-54.6,-5.0,-53.9
33,-4.0,-56.3,0.0,-inf,-9.0,-53.6,-9.0,-55.0
34,-2.0,-57.9,0.0,-inf,-7.0,-54.0,-6.0,-53.3
35,-7.0,-53.8,0.0,-inf,-10.0,-53.6,-12.0,-54.4
36,-7.0,-53.0,0.0,-inf,-11.0,-54.1,-12.0,-54.5
37,0.0,-inf,0.0,-inf,-14.0,-54.6,-14.0,-55.0
38,-10.0,-57.1,0.0,-inf,-12.0,-53.9,-11.0,-53.4
39,-11.0,-53.9,0.0,-inf,-1042.0,-52.6,-16.0,-54.2
40,-13.0,-52.8,0.0,-inf,-17.0,-53.6,-16.0,-53.4
41,-14.0,-54.6,0.0,-inf,-19.0,-53.9,-18.0,-54.7
42,-15.0,-55.7,0.0,-inf,-22.0,-54.9,-20.0,-54.6
43,-16.0,-55.7,0.0,-inf,-21.0,-53.2,-18.0,-53.6
44,0.0,-inf,0.0,-inf,-23.0,-54.4,-19.0,-54.3
45,0.0,-inf,0.0,-inf,0.0,-inf,-21.0,-52.4
46,-20.0,-55.0,0.0,-inf,0.0,-inf,-21.0,-53.2
47,-21.0,-55.7,0.0,-inf,2021.0,-55.1,-24.0,-53.9
48,-22.0,-57.3,0.0,-inf,-26.0,-53.8,-24.0,-52.6
49,-24.0,-56.3,0.0,-inf,-32.0,-54.8,-28.0,-52.9
50,-24.0,-55.1,0.0,-inf,-26.0,-54.4,-28.0,-54.0
51,-17.0,-56.1,0.0,-inf,2025.0,-55.0,-20.0,-52.5
52,-18.0,-57.3,0.0,-inf,2025.0,-55.0,-20.0,-52.4
53,-12.0,-55.2,0.0,-inf,-14.0,-53.5,-13.0,-52.7
54,-11.0,-55.0,0.0,-inf,0.0,-inf,-13.0,-53.9
55,-4.0,-58.0,0.0,-inf,-8.0,-54.5,-7.0,-53.3
56,0.0,-inf,0.0,-inf,-8.0,-54.8,-7.0,-52.8
57,1.0,-55.6,0.0,-inf,-1.0,-54.7,0.0,-52.8
58,2.0,-55.4,0.0,-inf,-3.0,-54.3,-1.0,-54.4
59,0.0,-inf,0.0,-inf,4.0,-54.7,0.0,-inf
60,7.0,-56.5,0.0,-inf,0.0,-55.1,3.0,-54.3
61,14.0,-55.1,0.0,-inf,13.0,-55.0,9.0,-53.7
62,14.0,-56.0,0.0,-inf,10.0,-54.0,9.0,-54.6
63,21.0,-55.1,0.0,-inf,17.0,-54.6,17.0,-54.2
64,21.0,-53.3,0.0,-inf,17.0,-54.7,17.0,-54.1
65,27.0,-53.4,0.0,-inf,22.0,-54.0,24.0,-53.7
66,27.0,-54.6,0.0,-inf,23.0,-53.5,25.0,-54.8
67,34.0,-56.1,0.0,-inf,27.0,-53.2,32.0,-54.2
68,33.0,-55.3,0.0,-inf,1053.0,-52.3,32.0,-52.8
69,41.0,-55.4,0.0,-inf,35.0,-54.1,39.0,-54.5
70,40.0,-56.3,0.0,-inf,36.0,-56.1,36.0,-54.6
71,47.0,-53.0,0.0,-inf,43.0,-53.5,0.0,-inf
72,47.0,-53.8,0.0,-inf,45.0,-55.0,0.0,-inf
73,54.0,-56.7,0.0,-inf,47.0,-55.0,51.0,-54.8
74,53.0,-56.7,0.0,-inf,49.0,-53.9,1073.0,-52.3
75,60.0,-52.6,0.0,-inf,53.0,-54.6,-1993.0,-55.1
76,60.0,-54.4,0.0,-inf,1080.0,-54.0,58.0,-53.6
77,0.0,-inf,0.0,-inf,65.0,-56.7,61.0,-54.4
78,66.0,-53.7,0.0,-inf,60.0,-53.7,0.0,-inf
79,73.0,-54.3,0.0,-inf,1092.0,-52.5,71.0,-53.4
80,73.0,-55.3,0.0,-inf,71.0,-55.0,1092.0,-52.5
81,79.0,-52.2,0.0,-inf,0.0,-inf,77.0,-54.4
82,78.0,-57.0,0.0,-inf,71.0,-55.0,74.0,-53.3
83,86.0,-53.6,0.0,-inf,1103.0,-52.6,-1967.0,-55.2
84,86.0,-56.4,0.0,-inf,80.0,-55.7,83.0,-54.4
85,92.0,-54.2,0.0,-inf,87.0,-54.2,0.0,-inf
86,91.0,-56.3,0.0,-inf,85.0,-54.7,90.0,-52.4
87,98.0,-53.8,0.0,-inf,93.0,-53.5,95.0,-54.5
88,99.0,-57.0,0.0,-inf,-1956.0,-55.2,96.0,-53.6
89,77.0,-52.3,0.0,-inf,70.0,-54.2,-1976.0,-55.2
90,76.0,-55.4,0.0,-inf,1096.0,-54.6,71.0,-54.0
91,55.0,-54.4,0.0,-inf,1073.0,-52.4,52.0,-54.0
92,55.0,-55.9,0.0,-inf,51.0,-56.7,51.0,-53.7
93,34.0,-57.2,0.0,-inf,1053.0,-52.2,32.0,-52.1
94,34.0,-53.7,0.0,-inf,27.0,-54.2,30.0,-55.2
95,13.0,-55.1,0.0,-inf,11.0,-54.9,7.0,-54.2
96,11.0,-54.2,0.0,-inf,7.0,-53.4,9.0,-53.4
97,-9.0,-56.2,0.0,-inf,-13.0,-52.6,-13.0,-55.2
98,-10.0,-55.5,0.0,-inf,-1040.0,-52.1,-11.0,-52.7
99,-31.0,-52.9,0.0,-inf,-1058.0,-53.2,-34.0,-53.4
100,0.0,-inf,0.0,-inf,-1060.0,-52.3,-33.0,-56.6
101,-52.0,-52.6,0.0,-inf,-55.0,-53.6,-1081.0,-52.4
102,-53.0,-56.0,0.0,-inf,-59.0,-54.7,-58.0,-52.7
103,-74.0,-54.6,0.0,-inf,-80.0,-54.7,-1103.0,-52.5
104,-74.0,-56.0,0.0,-inf,-79.0,-54.1,-1103.0,-54.8
105,-95.0,-56.0,0.0,-inf,-102.0,-54.2,-97.0,-52.5
106,-96.0,-54.0,0.0,-inf,-100.0,-54.1,-99.0,-53.7
107,-117.0,-58.0,0.0,-inf,-1147.0,-53.0,-121.0,-54.5
108,-117.0,-52.4,0.0,-inf,-124.0,-53.2,-122.0,-54.3
109,-139.0,-55.4,0.0,-inf,879.0,-55.0,-140.0,-53.6
110,-139.0,-53.3,0.0,-inf,-144.0,-53.6,-142.0,-54.3
111,0.0,-inf,0.0,-inf,1934.0,-55.0,-110.0,-53.9
112,-109.0,-53.6,0.0,-inf,-113.0,-53.3,1935.0,-55.3
113,-78.0,-55.5,0.0,-inf,-80.0,-54.2,-79.0,-52.8
114,-78.0,-52.8,0.0,-inf,1967.0,-55.2,-81.0,-53.2
115,-45.0,-58.2,0.0,-inf,-50.0,-54.0,0.0,-inf
116,-47.0,-52.4,0.0,-inf,-50.0,-53.6,-52.0,-53.7
117,-17.0,-55.8,0.0,-inf,-22.0,-54.3,-22.0,-52.9
118,-17.0,-55.2,0.0,-inf,-1046.0,-52.8,-19.0,-52.5
119,-3.0,-55.5,0.0,-inf,-8.0,-54.3,-7.0,-56.3
120,-4.0,-55.4,0.0,-inf,-9.0,-53.9,-9.0,-54.2
121,10.0,-53.2,0.0,-inf,9.0,-54.4,7.0,-53.7
122,10.0,-56.2,0.0,-inf,6.0,-53.2,7.0,-55.3
123,26.0,-57.6,0.0,-inf,20.0,-53.7,19.0,-54.1
124,24.0,-53.3,0.0,-inf,0.0,-inf,0.0,-inf
125,38.0,-54.5,0.0,-inf,34.0,-54.4,32.0,-53.9
126,37.0,-58.5,0.0,-inf,31.0,-54.2,1055.0,-52.2
127,51.0,-53.6,0.0,-inf,44.0,-52.8,49.0,-53.5
128,50.0,-54.4,0.0,-inf,44.0,-54.2,47.0,-54.0
129,65.0,-55.7,0.0,-inf,60.0,-54.2,60.0,-53.9
