,gNB0,P0,gNB1,P1,gNB2,P2,gNB3,P3
0,-8.0,-54.6,0.0,-inf,-9.0,-54.4,-9.0,-55.1
1,-11.0,-54.6,0.0,-inf,-9.0,-54.8,-9.0,-54.8
2,-9.0,-53.4,0.0,-inf,-10.0,-55.1,-9.0,-54.7
3,-10.0,-52.9,0.0,-inf,-11.0,-54.3,-10.0,-54.7
4,-9.0,-52.8,0.0,-inf,-11.0,-55.0,-9.0,-54.8
5,-9.0,-52.9,0.0,-inf,-11.0,-54.3,-9.0,-54.8
6,-9.0,-53.2,0.0,-inf,-11.0,-54.0,-12.0,-54.4
7,-9.0,-53.4,0.0,-inf,-9.0,-54.0,-9.0,-54.3
8,-9.0,-53.2,0.0,-inf,-9.0,-54.1,-9.0,-54.7
9,-9.0,-52.9,0.0,-inf,-9.0,-53.8,-9.0,-55.0
10,-9.0,-52.7,0.0,-inf,-1034.0,-52.2,-9.0,-55.1
11,-9.0,-52.8,0.0,-inf,-9.0,-54.1,-9.0,-55.2
12,-10.0,-52.7,0.0,-inf,-10.0,-54.1,-10.0,-55.5
13,-9.0,-53.2,0.0,-inf,-9.0,-53.9,-11.0,-55.0
14,-9.0,-53.8,0.0,-inf,-9.0,-53.3,-11.0,-54.6
15,-9.0,-54.4,0.0,-inf,-9.0,-53.2,-12.0,-54.7
16,-9.0,-54.7,0.0,-inf,-9.0,-54.7,-12.0,-53.6
17,-10.0,-54.4,0.0,-inf,-12.0,-56.2,-12.0,-53.4
18,-10.0,-54.1,0.0,-inf,-10.0,-54.5,-12.0,-55.1
19,-10.0,-53.7,0.0,-inf,-11.0,-53.5,-10.0,-54.7
20,-10.0,-55.0,0.0,-inf,-11.0,-54.1,-10.0,-54.4
21,-8.0,-54.8,0.0,-inf,-13.0,-54.8,-10.0,-55.6
22,-12.0,-52.8,0.0,-inf,-13.0,-53.9,-12.0,-55.2
23,-11.0,-52.8,0.0,-inf,-13.0,-52.9,-12.0,-53.2
24,-11.0,-52.8,0.0,-inf,-13.0,-55.0,-10.0,-54.2
25,-10.0,-53.3,0.0,-inf,-12.0,-56.4,0.0,-inf
26,-13.0,-52.9,0.0,-inf,-10.0,-53.9,-10.0,-54.6
27,-8.0,-55.0,0.0,-inf,-10.0,-55.7,-10.0,-55.3
28,-12.0,-52.9,0.0,-inf,-13.0,-53.8,-12.0,-53.9
29,-11.0,-55.1,0.0,-inf,-11.0,-55.2,-13.0,-52.1
30,-11.0,-55.2,0.0,-inf,-13.0,-54.5,-13.0,-54.8
31,-10.0,-53.6,0.0,-inf,-11.0,-54.2,-12.0,-56.0
32,-10.0,-53.5,0.0,-inf,-12.0,-55.0,-12.0,-55.0
33,-10.0,-53.8,0.0,-inf,-10.0,-53.3,-12.0,-55.4
34,-11.0,-54.7,0.0,-inf,-10.0,-53.3,0.0,-inf
