,gNB0,P0,gNB1,P1,gNB2,P2,gNB3,P3
0,-3.0,-54.5,-2.0,-55.3,-1.0,-53.4,-2.0,-57.1
1,-3.0,-55.3,-2.0,-55.1,-1.0,-52.7,-2.0,-57.5
2,-2.0,-56.0,-2.0,-55.3,-1.0,-52.5,-2.0,-57.7
3,-3.0,-56.0,-3.0,-55.0,-2.0,-52.3,-3.0,-57.8
4,-2.0,-55.6,-2.0,-55.3,-1.0,-52.5,-2.0,-58.0
5,-2.0,-54.4,-2.0,-55.3,-1.0,-53.3,-2.0,-57.9
6,-2.0,-54.9,-2.0,-55.4,-1.0,-54.3,-2.0,-58.1
7,-2.0,-56.4,-2.0,-55.0,-1.0,-55.9,-2.0,-57.9
8,2046.0,-55.1,-2.0,-55.4,-1.0,-57.2,-2.0,-58.4
9,0.0,-57.1,-2.0,-55.4,-2.0,-57.9,-2.0,-58.4
10,0.0,-57.0,-2.0,-55.3,-2.0,-58.2,-2.0,-58.6
11,0.0,-56.6,-2.0,-55.3,-2.0,-58.4,-2.0,-58.5
12,-2.0,-56.2,-3.0,-55.6,-2.0,-58.1,-3.0,-58.8
13,-2.0,-54.6,-2.0,-55.8,-1.0,-57.0,-2.0,-58.9
14,-1.0,-55.0,-2.0,-55.4,-1.0,-55.3,-2.0,-59.0
15,-1.0,-54.8,-2.0,-55.9,-1.0,-53.0,-2.0,-59.3
16,-1.0,-54.4,-2.0,-55.8,-1.0,-53.0,-1.0,-59.3
17,-1.0,-55.2,-2.0,-56.1,0.0,-inf,-1.0,-59.3
18,-2.0,-54.7,-2.0,-55.8,-1.0,-58.1,-1.0,-58.8
19,0.0,-inf,-2.0,-56.3,-1.0,-58.7,-1.0,-58.9
20,-1.0,-55.2,-2.0,-56.3,-1.0,-57.1,-1.0,-58.7
21,-1.0,-52.7,-2.0,-56.5,-1.0,-53.8,-1.0,-58.6
22,-1.0,-53.8,-2.0,-56.4,-1.0,-52.7,-1.0,-58.3
23,-2.0,-55.7,-2.0,-56.9,-1.0,-55.2,-1.0,-58.4
24,2.0,-57.6,-2.0,-57.1,0.0,-57.3,-1.0,-58.2
25,0.0,-inf,-2.0,-57.0,0.0,-57.2,-1.0,-58.0
26,0.0,-inf,-1.0,-56.9,-1.0,-54.8,-1.0,-57.9
27,-2.0,-53.6,-1.0,-57.1,-1.0,-53.0,-1.0,-58.0
28,0.0,-inf,-1.0,-56.7,0.0,-55.8,-1.0,-57.7
29,0.0,-inf,-1.0,-56.5,0.0,-55.9,0.0,-inf
30,-1.0,-53.7,-1.0,-56.5,-1.0,-54.0,-1.0,-57.7
31,-1.0,-53.8,-1.0,-56.4,-1.0,-54.2,-1.0,-57.8
32,2.0,-56.6,-1.0,-56.3,0.0,-54.9,0.0,-inf
33,-1.0,-56.3,-1.0,-55.9,0.0,-54.8,-1.0,-57.6
34,0.0,-inf,-1.0,-56.0,-1.0,-53.4,-1.0,-57.5
35,0.0,-inf,-1.0,-55.9,0.0,-54.2,-1.0,-57.5
36,2.0,-56.7,-1.0,-55.7,0.0,-56.2,0.0,-inf
37,-2.0,-52.3,-1.0,-55.7,-1.0,-53.8,-1.0,-57.4
38,2.0,-57.1,-1.0,-55.6,0.0,-inf,-1.0,-57.5
39,-1.0,-54.2,-1.0,-55.6,-1.0,-54.9,-1.0,-57.5
40,-2.0,-54.2,-1.0,-55.2,0.0,-53.0,-1.0,-57.3
41,-2.0,-56.2,-1.0,-55.5,-1.0,-55.3,-1.0,-57.6
42,-2.0,-54.3,-1.0,-55.3,0.0,-53.0,-1.0,-57.5
43,-2.0,-55.5,-1.0,-55.3,-1.0,-55.1,-1.0,-57.6
44,-2.0,-54.9,-1.0,-55.1,0.0,-53.5,-1.0,-57.4
45,-2.0,-55.6,-1.0,-55.4,-1.0,-55.7,-1.0,-57.8
46,-2.0,-56.0,-1.0,-55.2,0.0,-52.5,-1.0,-57.9
47,-2.0,-56.4,-1.0,-55.2,-1.0,-56.1,0.0,-inf
48,0.0,-inf,-1.0,-55.3,0.0,-52.7,-1.0,-58.1
49,-2.0,-57.5,-2.0,-55.3,-2.0,-57.1,-2.0,-58.1
50,-1.0,-54.9,-1.0,-55.5,0.0,-56.6,-1.0,-58.3
51,-1.0,-54.8,-1.0,-55.1,0.0,-53.4,-1.0,-58.2
52,0.0,-inf,-1.0,-55.5,-1.0,-58.1,-1.0,-58.5
53,0.0,-inf,-1.0,-55.6,0.0,-55.3,-1.0,-58.8
54,-2.0,-55.1,-2.0,-55.6,-1.0,-53.7,-2.0,-58.6
55,-1.0,-54.8,-1.0,-55.7,0.0,-inf,0.0,-inf
56,0.0,-54.7,-1.0,-55.8,0.0,-55.1,-1.0,-59.2
57,-1.0,-54.4,-1.0,-56.0,0.0,-53.7,0.0,-59.4
58,0.0,-56.6,-1.0,-55.9,0.0,-58.5,0.0,-59.1
59,0.0,-56.5,-1.0,-56.1,0.0,-56.8,0.0,-58.6
60,0.0,-52.9,-1.0,-56.6,0.0,-52.9,0.0,-59.0
61,-1.0,-54.7,-1.0,-56.4,0.0,-54.4,0.0,-58.6
62,0.0,-inf,-2.0,-56.5,0.0,-57.7,-1.0,-58.1
63,0.0,-inf,-1.0,-57.1,1.0,-57.4,0.0,-58.3
64,-1.0,-53.9,0.0,-56.9,0.0,-53.6,0.0,-58.2
65,0.0,-53.8,0.0,-57.1,0.0,-53.3,0.0,-inf
66,0.0,-54.6,0.0,-56.7,0.0,-55.9,0.0,-inf
67,2.0,-57.0,-1.0,-56.4,0.0,-55.6,-1.0,-57.7
68,3.0,-56.8,0.0,-56.6,1.0,-55.3,0.0,-57.7
69,3.0,-56.6,0.0,-56.2,1.0,-54.9,0.0,-57.3
70,3.0,-56.7,0.0,-55.8,1.0,-54.7,0.0,-57.4
71,0.0,-inf,0.0,-56.0,1.0,-54.5,0.0,-57.7
72,-1.0,-56.0,0.0,-55.7,1.0,-54.4,0.0,-57.5
73,0.0,-55.0,0.0,-55.5,1.0,-54.2,0.0,-57.0
74,-1.0,-54.1,0.0,-55.6,0.0,-54.3,0.0,-57.6
75,-1.0,-53.5,0.0,-55.5,1.0,-54.5,0.0,-57.8
76,-1.0,-53.8,0.0,-55.4,1.0,-54.4,0.0,-57.2
77,-1.0,-54.3,0.0,-55.5,1.0,-54.4,0.0,-57.4
78,0.0,-54.8,0.0,-55.4,1.0,-54.5,0.0,-57.9
79,0.0,-54.1,0.0,-55.1,1.0,-55.2,0.0,-57.8
80,0.0,-55.4,0.0,-55.3,0.0,-55.9,0.0,-inf
81,0.0,-inf,0.0,-55.5,0.0,-56.5,0.0,-57.8
82,-1.0,-57.3,0.0,-55.3,0.0,-56.9,0.0,-58.1
83,2.0,-57.2,0.0,-55.2,0.0,-57.0,0.0,-58.2
84,2.0,-57.0,0.0,-inf,0.0,-57.8,0.0,-58.4
85,0.0,-inf,0.0,-inf,0.0,-58.5,0.0,-58.4
86,0.0,-55.4,0.0,-55.6,1.0,-57.7,0.0,-58.6
87,0.0,-54.9,0.0,-55.6,1.0,-55.4,0.0,-inf
88,1.0,-54.7,0.0,-55.7,1.0,-52.8,0.0,-59.3
89,0.0,-54.1,0.0,-56.0,1.0,-53.4,1.0,-59.2
90,1.0,-56.3,0.0,-56.3,1.0,-56.7,1.0,-58.8
91,2.0,-57.4,0.0,-56.2,1.0,-58.9,0.0,-inf
92,1.0,-55.2,0.0,-56.3,1.0,-56.1,1.0,-58.6
