,gNB0,P0,gNB1,P1,gNB2,P2,gNB3,P3
0,4.0,-58.2,4.0,-60.0,1.0,-57.9,-1.0,-56.0
1,4.0,-56.9,4.0,-60.4,1.0,-53.8,0.0,-53.9
2,4.0,-52.3,0.0,-inf,1.0,-53.5,0.0,-54.7
3,4.0,-57.8,3.0,-60.0,0.0,-56.5,-1.0,-55.4
4,0.0,-inf,3.0,-60.0,1.0,-54.6,0.0,-53.9
5,4.0,-53.2,3.0,-59.4,1.0,-53.6,-1.0,-53.7
6,3.0,-56.3,3.0,-59.3,0.0,-55.4,-1.0,-57.0
7,4.0,-54.1,3.0,-59.4,1.0,-54.3,0.0,-52.7
8,3.0,-55.6,3.0,-59.0,1.0,-54.6,-1.0,-56.9
9,3.0,-55.0,3.0,-58.6,0.0,-54.4,0.0,-55.4
10,4.0,-53.5,3.0,-58.6,0.0,-54.0,-1.0,-54.0
11,3.0,-55.2,3.0,-58.6,1.0,-55.8,0.0,-57.0
12,3.0,-54.1,3.0,-58.4,0.0,-53.7,-1.0,-53.0
13,3.0,-55.2,3.0,-58.2,1.0,-56.6,0.0,-56.9
14,3.0,-54.7,3.0,-58.2,0.0,-53.3,-1.0,-52.7
15,4.0,-55.1,3.0,-57.9,0.0,-inf,0.0,-55.7
16,3.0,-55.1,3.0,-57.7,0.0,-53.1,-1.0,-53.6
17,0.0,-inf,3.0,-58.0,0.0,-inf,0.0,-54.6
18,3.0,-54.3,3.0,-58.2,0.0,-52.6,-1.0,-53.4
19,4.0,-57.5,3.0,-58.3,0.0,-58.2,0.0,-55.3
20,3.0,-53.1,3.0,-58.1,0.0,-52.9,-1.0,-54.1
21,4.0,-58.4,3.0,-58.1,0.0,-57.7,0.0,-56.5
22,3.0,-52.4,3.0,-58.1,0.0,-55.0,-1.0,-55.4
23,0.0,-inf,3.0,-58.3,0.0,-56.3,-1.0,-55.5
24,3.0,-54.9,3.0,-58.3,0.0,-57.4,-1.0,-57.9
25,3.0,-55.8,3.0,-58.5,0.0,-53.4,-1.0,-54.5
26,0.0,-inf,3.0,-58.8,0.0,-58.7,-2.0,-57.4
27,3.0,-52.6,3.0,-58.9,0.0,-53.0,-1.0,-54.2
28,0.0,-inf,3.0,-59.3,0.0,-57.9,-2.0,-56.4
29,3.0,-53.8,3.0,-59.6,0.0,-54.8,-1.0,-55.5
30,3.0,-57.5,3.0,-59.9,0.0,-55.4,-1.0,-54.8
31,0.0,-inf,0.0,-inf,0.0,-57.0,-2.0,-55.0
32,4.0,-55.5,3.0,-60.0,1.0,-52.8,0.0,-54.0
