,gNB0,P0,gNB1,P1,gNB2,P2,gNB3,P3
0,1.0,-48.3,0.0,-inf,3.0,-52.1,0.0,-inf
1,1.0,-47.6,0.0,-inf,3.0,-51.9,2.0,-53.5
2,1.0,-46.4,0.0,-inf,3.0,-51.7,2.0,-53.4
3,1.0,-46.4,0.0,-inf,3.0,-51.7,2.0,-53.4
4,1.0,-46.9,0.0,-inf,3.0,-51.8,3.0,-53.5
5,1.0,-47.1,0.0,-inf,3.0,-51.8,3.0,-53.8
6,0.0,-46.2,0.0,-inf,2.0,-51.5,2.0,-53.5
7,0.0,-46.0,0.0,-inf,2.0,-51.2,2.0,-53.2
8,0.0,-46.2,0.0,-inf,2.0,-51.6,2.0,-53.4
9,0.0,-47.2,0.0,-inf,2.0,-51.6,2.0,-53.2
10,1.0,-47.7,0.0,-inf,2.0,-51.2,2.0,-53.1
11,0.0,-46.0,0.0,-inf,2.0,-51.5,2.0,-53.2
12,0.0,-48.0,0.0,-inf,2.0,-51.2,2.0,-53.1
13,1.0,-47.1,0.0,-inf,2.0,-51.2,0.0,-inf
14,0.0,-46.0,0.0,-inf,2.0,-51.3,2.0,-53.0
15,0.0,-47.5,0.0,-inf,2.0,-51.1,2.0,-52.7
16,1.0,-48.6,0.0,-inf,2.0,-51.4,2.0,-53.1
17,1.0,-46.2,0.0,-inf,2.0,-51.1,2.0,-52.8
18,0.0,-46.0,0.0,-inf,2.0,-51.3,2.0,-52.9
19,0.0,-47.9,0.0,-inf,2.0,-51.2,2.0,-52.9
20,1.0,-48.0,0.0,-inf,2.0,-50.9,2.0,-52.6
21,0.0,-46.0,0.0,-inf,2.0,-51.3,2.0,-53.0
22,0.0,-47.8,0.0,-inf,2.0,-51.0,2.0,-52.9
23,1.0,-47.0,0.0,-inf,2.0,-51.2,2.0,-52.7
24,0.0,-46.3,0.0,-inf,2.0,-51.3,2.0,-52.7
25,1.0,-48.5,0.0,-inf,2.0,-51.2,2.0,-52.6
26,0.0,-46.1,0.0,-inf,2.0,-51.4,2.0,-52.7
27,1.0,-47.6,0.0,-inf,2.0,-51.3,2.0,-52.8
28,1.0,-48.0,0.0,-inf,2.0,-51.3,2.0,-52.6
29,0.0,-46.1,0.0,-inf,2.0,-51.6,2.0,-52.9
30,0.0,-46.3,0.0,-inf,2.0,-51.5,2.0,-53.1
31,1.0,-46.2,0.0,-inf,2.0,-51.6,2.0,-52.8
32,1.0,-47.0,0.0,-inf,2.0,-51.3,2.0,-52.8
33,1.0,-47.1,0.0,-inf,2.0,-51.7,2.0,-53.0
34,1.0,-46.3,0.0,-inf,2.0,-51.9,2.0,-53.1
35,1.0,-46.4,0.0,-inf,2.0,-51.8,2.0,-53.0
36,1.0,-46.4,0.0,-inf,2.0,-51.7,2.0,-53.1
37,0.0,-48.8,0.0,-inf,2.0,-51.9,2.0,-53.0
38,1.0,-46.3,0.0,-inf,2.0,-52.1,2.0,-53.0
39,1.0,-46.4,0.0,-inf,2.0,-52.2,2.0,-53.2
40,0.0,-48.1,0.0,-inf,2.0,-52.4,1.0,-53.4
41,0.0,-46.0,0.0,-inf,2.0,-52.2,1.0,-53.6
42,0.0,-48.1,0.0,-inf,2.0,-51.9,1.0,-53.6
43,0.0,-46.2,0.0,-inf,2.0,-51.9,1.0,-53.6
44,0.0,-46.1,0.0,-inf,2.0,-52.0,1.0,-53.4
45,0.0,-48.9,0.0,-inf,2.0,-51.7,1.0,-53.5
46,0.0,-46.0,0.0,-inf,2.0,-51.5,1.0,-53.7
47,0.0,-46.3,0.0,-inf,2.0,-51.4,2.0,-53.6
48,1.0,-49.0,0.0,-inf,2.0,-51.4,2.0,-53.4
49,0.0,-46.0,0.0,-inf,2.0,-51.5,2.0,-53.3
50,0.0,-46.0,0.0,-inf,2.0,-51.5,2.0,-53.2
51,0.0,-46.7,0.0,-inf,2.0,-51.4,2.0,-53.1
52,1.0,-48.9,0.0,-inf,2.0,-51.4,2.0,-53.1
53,0.0,-46.6,0.0,-inf,2.0,-51.4,2.0,-53.1
54,0.0,-46.0,0.0,-inf,2.0,-51.4,2.0,-53.1
55,0.0,-46.0,0.0,-inf,2.0,-51.4,2.0,-53.2
56,1.0,-48.1,0.0,-inf,2.0,-51.4,2.0,-53.2
57,0.0,-48.4,0.0,-inf,2.0,-51.3,2.0,-53.1
58,0.0,-46.1,0.0,-inf,2.0,-51.3,2.0,-53.1
59,0.0,-46.0,0.0,-inf,2.0,-51.4,2.0,-53.0
60,1.0,-47.3,0.0,-inf,2.0,-51.4,0.0,-inf
61,0.0,-48.8,0.0,-inf,2.0,-51.3,2.0,-52.9
62,0.0,-46.2,0.0,-inf,2.0,-51.3,2.0,-53.0
63,0.0,-46.0,0.0,-inf,2.0,-51.2,2.0,-53.0
64,1.0,-47.8,0.0,-inf,2.0,-51.2,2.0,-53.0
65,0.0,-48.2,0.0,-inf,2.0,-51.1,2.0,-52.9
66,0.0,-46.0,0.0,-inf,2.0,-51.1,2.0,-52.8
67,1.0,-46.4,0.0,-inf,2.0,-51.2,2.0,-52.7
68,0.0,-48.8,0.0,-inf,2.0,-51.1,2.0,-52.7
69,0.0,-46.1,0.0,-inf,2.0,-51.0,2.0,-52.8
70,1.0,-47.4,0.0,-inf,2.0,-51.0,2.0,-52.8
71,1.0,-47.2,0.0,-inf,2.0,-51.1,2.0,-52.7
72,1.0,-46.4,0.0,-inf,2.0,-51.2,2.0,-52.6
73,0.0,-48.5,0.0,-inf,2.0,-51.3,0.0,-inf
74,0.0,-46.0,0.0,-inf,2.0,-51.4,2.0,-52.7
75,1.0,-48.7,0.0,-inf,2.0,-51.5,2.0,-52.9
76,0.0,-46.1,0.0,-inf,2.0,-51.5,2.0,-53.0
77,1.0,-48.0,0.0,-inf,2.0,-51.4,2.0,-52.9
78,1.0,-46.4,0.0,-inf,2.0,-51.4,2.0,-52.8
79,1.0,-47.8,0.0,-inf,2.0,-51.5,2.0,-52.7
80,1.0,-46.5,0.0,-inf,2.0,-51.3,2.0,-52.8
81,1.0,-47.7,0.0,-inf,2.0,-51.3,2.0,-52.8
