,gNB0,P0,gNB1,P1,gNB2,P2,gNB3,P3
0,0.0,-inf,0.0,-49.4,0.0,-49.2,-1.0,-52.1
1,0.0,-inf,0.0,-49.1,0.0,-48.8,-1.0,-51.9
2,0.0,-inf,0.0,-49.0,0.0,-48.7,-1.0,-52.1
3,0.0,-inf,0.0,-49.3,-1.0,-48.9,-1.0,-52.0
4,0.0,-inf,0.0,-49.6,0.0,-48.9,-1.0,-52.2
5,0.0,-inf,0.0,-49.7,-1.0,-48.7,-1.0,-51.9
6,0.0,-inf,0.0,-49.3,-1.0,-48.6,-1.0,-51.9
7,0.0,-inf,0.0,-49.3,-1.0,-49.1,-1.0,-52.0
8,0.0,-inf,-1.0,-49.6,-1.0,-48.3,-1.0,-52.2
9,0.0,-inf,-1.0,-49.6,-1.0,-48.2,-1.0,-51.9
10,0.0,-inf,-1.0,-49.5,-1.0,-49.2,-1.0,-52.0
11,0.0,-inf,-1.0,-49.2,-1.0,-48.3,-1.0,-52.2
12,0.0,-inf,-1.0,-49.2,-1.0,-49.1,-1.0,-52.3
13,0.0,-inf,-1.0,-49.1,-1.0,-47.8,-1.0,-52.3
14,0.0,-inf,-1.0,-49.2,-1.0,-48.2,-1.0,-52.6
15,0.0,-inf,0.0,-49.6,0.0,-49.2,0.0,-52.5
16,0.0,-inf,0.0,-49.2,0.0,-48.8,0.0,-52.6
17,0.0,-inf,0.0,-49.0,0.0,-48.5,0.0,-52.7
18,0.0,-inf,0.0,-49.1,0.0,-48.3,0.0,-53.0
19,0.0,-inf,0.0,-49.1,0.0,-48.1,-1.0,-53.0
20,0.0,-inf,0.0,-48.8,0.0,-48.0,-1.0,-52.9
21,0.0,-inf,0.0,-48.8,0.0,-47.9,-1.0,-52.7
22,0.0,-inf,0.0,-48.9,0.0,-47.9,-1.0,-52.8
23,0.0,-inf,0.0,-48.9,0.0,-47.8,-1.0,-52.6
24,0.0,-inf,0.0,-49.1,0.0,-47.8,-1.0,-52.3
25,0.0,-inf,0.0,-49.3,0.0,-48.4,-1.0,-52.4
26,0.0,-inf,0.0,-49.4,0.0,-48.9,-1.0,-52.4
27,0.0,-inf,0.0,-49.3,0.0,-49.0,-1.0,-52.1
28,0.0,-inf,0.0,-49.3,0.0,-48.8,-1.0,-52.1
29,0.0,-inf,0.0,-49.3,0.0,-48.7,-1.0,-52.1
30,0.0,-inf,0.0,-49.4,0.0,-48.6,-1.0,-51.9
