,gNB0,P0,gNB1,P1,gNB2,P2,gNB3,P3
0,4.0,-55.5,3.0,-57.7,0.0,-inf,1.0,-56.9
1,4.0,-55.5,3.0,-57.5,0.0,-inf,1.0,-56.5
2,4.0,-55.7,1.0,-57.3,1.0,-56.9,1.0,-56.1
3,4.0,-56.0,1.0,-56.8,2.0,-56.1,1.0,-55.8
4,2.0,-55.6,1.0,-56.5,2.0,-55.0,1.0,-55.5
5,2.0,-55.1,1.0,-56.2,2.0,-56.1,1.0,-55.3
6,2.0,-54.6,0.0,-inf,3.0,-56.9,1.0,-55.5
7,2.0,-53.9,1.0,-56.7,3.0,-57.5,1.0,-55.5
8,2.0,-53.9,1.0,-56.2,3.0,-57.2,1.0,-55.3
9,2.0,-54.0,1.0,-56.5,0.0,-inf,1.0,-55.5
10,2.0,-54.3,1.0,-57.0,4.0,-58.1,1.0,-55.6
11,2.0,-54.0,1.0,-57.1,4.0,-57.9,1.0,-55.8
12,2.0,-53.9,1.0,-57.8,4.0,-57.6,1.0,-56.2
13,2.0,-53.4,1.0,-58.3,4.0,-57.3,1.0,-56.4
14,2.0,-54.4,1.0,-58.9,4.0,-57.5,1.0,-56.8
15,1.0,-54.9,0.0,-inf,0.0,-inf,1.0,-57.5
16,1.0,-55.3,2.0,-57.9,0.0,-55.5,0.0,-57.2
17,1.0,-54.8,2.0,-58.0,0.0,-54.7,0.0,-57.0
18,0.0,-inf,0.0,-inf,-1.0,-55.6,-1.0,-56.8
19,1.0,-54.8,0.0,-57.2,1.0,-55.1,0.0,-inf
20,1.0,-54.4,0.0,-57.0,1.0,-55.3,0.0,-56.1
21,0.0,-inf,0.0,-57.0,1.0,-56.4,0.0,-56.1
22,1.0,-53.9,0.0,-56.7,2.0,-57.5,0.0,-55.5
23,0.0,-54.1,0.0,-56.6,0.0,-inf,0.0,-55.6
24,0.0,-53.5,0.0,-56.7,2.0,-57.7,0.0,-55.7
25,0.0,-52.7,0.0,-56.8,2.0,-58.2,0.0,-55.3
26,0.0,-52.4,0.0,-57.1,0.0,-58.1,0.0,-55.7
27,0.0,-54.4,0.0,-57.5,0.0,-56.4,0.0,-55.8
28,0.0,-inf,0.0,-58.0,0.0,-54.4,0.0,-55.8
29,2.0,-56.1,0.0,-58.5,0.0,-52.9,0.0,-56.2
30,1.0,-54.8,1.0,-59.0,0.0,-53.9,0.0,-56.6
31,0.0,-55.6,1.0,-58.4,-1.0,-56.4,0.0,-57.0
32,0.0,-55.5,1.0,-58.3,-1.0,-55.4,-1.0,-57.3
33,0.0,-54.1,1.0,-57.8,-1.0,-54.8,-1.0,-56.9
34,1.0,-56.0,-2.0,-57.5,-1.0,-53.2,-2.0,-56.7
