Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,8.404n,881,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,38.52n,881,
Delay(Ch1,Ch2),63.49ms,63.583827m,63.49m,66.08m,93.12µ,881,

