Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,10.61n,859,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,37.95n,859,
Delay(Ch1,Ch2),63.56ms,63.64835m,63.56m,66.08m,93.13µ,859,

