Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,16.24n,129,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,35.64n,129,
Delay(Ch1,Ch2),65.7ms,65.793877m,65.7m,66.08m,85.37µ,129,

