Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,18.29n,79.0,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,36.07n,79.0,
Delay(Ch1,Ch2),65.85ms,65.933336m,65.85m,66.08m,66.76µ,79.0,

