Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,7.033n,725,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,37.53n,725,
Delay(Ch1,Ch2),63.95ms,64.04165m,63.95m,66.08m,93.27µ,725,

