Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,4.218n,530,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,38.16n,530,
Delay(Ch1,Ch2),64.52ms,64.614661m,64.52m,66.08m,93.32µ,530,

