Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,23.28n,93.0,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,37.43n,93.0,
Delay(Ch1,Ch2),65.81ms,65.895677m,65.81m,66.08m,74.05µ,93.0,

