Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,13.54n,585,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,37.83n,585,
Delay(Ch1,Ch2),64.36ms,64.453055m,64.36m,66.08m,93.29µ,585,

