Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,13.08n,380,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,39.4n,380,
Delay(Ch1,Ch2),64.96ms,65.055917m,64.96m,66.08m,93.51µ,380,

