Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,15.59n,574,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,38.48n,574,
Delay(Ch1,Ch2),64.39ms,64.485382m,64.39m,66.08m,93.29µ,574,

