Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,20.14n,114,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,37.63n,114,
Delay(Ch1,Ch2),65.75ms,65.83687m,65.75m,66.08m,81.71µ,114,

