Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,15.97n,234,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,34.58n,234,
Delay(Ch1,Ch2),65.39ms,65.486124m,65.39m,66.08m,93.11µ,234,

