Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,8.022n,412,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,36.55n,412,
Delay(Ch1,Ch2),64.87ms,64.961714m,64.87m,66.08m,93.49µ,412,

