Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,7.227n,846,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,36.46n,846,
Delay(Ch1,Ch2),63.6ms,63.686473m,63.6m,66.08m,93.14µ,846,

