Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,14.14n,582,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,37.81n,582,
Delay(Ch1,Ch2),64.37ms,64.461872m,64.37m,66.08m,93.29µ,582,

