Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,11.93n,386,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,38.71n,386,
Delay(Ch1,Ch2),64.95ms,65.038255m,64.95m,66.08m,93.5µ,386,

