Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,6.819n,727,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,37.86n,727,
Delay(Ch1,Ch2),63.94ms,64.035776m,63.94m,66.08m,93.27µ,727,

