Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,24.23n,90.0,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,34.77n,90.0,
Delay(Ch1,Ch2),65.82ms,65.903877m,65.82m,66.08m,72.66µ,90.0,

