Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,13.41n,634,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,36.5n,634,
Delay(Ch1,Ch2),64.22ms,64.309013m,64.22m,66.08m,93.33µ,634,

