Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,12.19n,194,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,33.2n,194,
Delay(Ch1,Ch2),65.51ms,65.603902m,65.51m,66.08m,92.11µ,194,

