Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,11.91n,548,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,36.72n,548,
Delay(Ch1,Ch2),64.47ms,64.561767m,64.47m,66.08m,93.31µ,548,

