Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,6.774n,423,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,38.16n,423,
Delay(Ch1,Ch2),64.84ms,64.929324m,64.84m,66.08m,93.49µ,423,

