Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,21.37n,761,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,34.56n,761,
Delay(Ch1,Ch2),63.84ms,63.935882m,63.84m,66.08m,93.28µ,761,

