Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,10.93n,260,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,37.08n,260,
Delay(Ch1,Ch2),65.32ms,65.409502m,65.32m,66.08m,93.37µ,260,

