Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,13.42n,33.0,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,37.04n,33.0,
Delay(Ch1,Ch2),65.99ms,66.035163m,65.99m,66.08m,28.57µ,33.0,

