Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,10.8n,66.0,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,35.5n,66.0,
Delay(Ch1,Ch2),65.89ms,65.966479m,65.89m,66.08m,58.06µ,66.0,

