Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,14.28n,613,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,38.85n,613,
Delay(Ch1,Ch2),64.28ms,64.370745m,64.28m,66.08m,93.32µ,613,

