Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,14.82n,27.0,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,38.08n,27.0,
Delay(Ch1,Ch2),66.01ms,66.044071m,66.01m,66.08m,23.44µ,27.0,

