Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,11.59n,557,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,37.11n,557,
Delay(Ch1,Ch2),64.44ms,64.535325m,64.44m,66.08m,93.3µ,557,

