Measurements,Value,Mean,Minimum,Maximum,Std. Dev.,Count
Freq(Ch2),1.0Hz,1.0000008,1.0,1.0,14.09n,319,
Freq(Ch1),1.0Hz,1.0000002,1.0,1.0,37.52n,319,
Delay(Ch1,Ch2),65.14ms,65.235602m,65.14m,66.08m,93.55µ,319,

